	0
Microgenomates_(Gottesmanbacteria)_bacterium_GW2011_GWA2_43_14	2
Microgenomates_(Collierbacteria)_bacterium_GW2011_GWA2_44_13	1
Microgenomates_(Gottesmanbacteria)_bacterium_GW2011_GWA2_44_17	0
Parcubacteria_bacterium_GW2011_GWE2_40_8	1
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWE2_41_1153	0
Parcubacteria_bacterium_GW2011_GWE2_42_14	0
Parcubacteria_(Magasanikbacteria)_bacterium_GW2011_GWE2_42_7	1
Parcubacteria_bacterium_GW2011_GWF1_40_6	1
Parcubacteria_(Azambacteria)_bacterium_GW2011_GWF1_41_10	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWF1_42_40	1
Parcubacteria_bacterium_GW2011_GWF1_43_9	0
Parcubacteria_bacterium_GW2011_GWF1_45_5	1
Parcubacteria_bacterium_GW2011_GWF1_52_5	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWF2_30_133	1
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWF2_34_56	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWF2_35_12	0
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWF2_35_39	2
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWF2_35_54	2
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWC2_41_11	1
Parcubacteria_(Magasanikbacteria)_bacterium_GW2011_GWC2_41_17	2
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWC2_41_8	2
Parcubacteria_(Yanofskybacteria)_bacterium_GW2011_GWC2_41_9	1
Parcubacteria_bacterium_GW2011_GWC2_42_11	0
Parcubacteria_bacterium_GW2011_GWC2_42_12	0
Parcubacteria_bacterium_GW2011_GWC2_42_13	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWC2_42_20	0
Parcubacteria_(Magasanikbacteria)_bacterium_GW2011_GWC2_42_27	1
Parcubacteria_bacterium_GW2011_GWC2_42_6	0
Parcubacteria_(Azambacteria)_bacterium_GW2011_GWC2_43_27	1
Parcubacteria_(Giovannonibacteria)_bacterium_GW2011_GWC2_43_8	0
Parcubacteria_bacterium_GW2011_GWC2_44_17	1
Parcubacteria_bacterium_GW2011_GWC2_44_22	1
Parcubacteria_(Giovannonibacteria)_bacterium_GW2011_GWC2_44_8	0
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWA2_44_33	0
Microgenomates_bacterium_GW2011_GWA2_44_7	1
Microgenomates_(Collierbacteria)_bacterium_GW2011_GWA2_44_99	0
Microgenomates_bacterium_GW2011_GWA2_46_16	1
Microgenomates_(Collierbacteria)_bacterium_GW2011_GWA2_46_26	1
Microgenomates_bacterium_GW2011_GWA2_46_7	0
Microgenomates_(Amesbacteria)_bacterium_GW2011_GWA2_47_11	0
Microgenomates_(Amesbacteria)_bacterium_GW2011_GWA2_47_11b	2
Microgenomates_(Beckwithbacteria)_bacterium_GW2011_GWA2_47_25	1
Microgenomates_(Amesbacteria)_bacterium_GW2011_GWA2_47_70	1
Microgenomates_bacterium_GW2011_GWA2_47_8	0
Microgenomates_(Gottesmanbacteria)_bacterium_GW2011_GWA2_47_9	1
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWB1_31_29	0
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWB1_33_22	1
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWF2_37_11	1
Parcubacteria_bacterium_GW2011_GWF2_38_76	1
Parcubacteria_bacterium_GW2011_GWF2_38_8	2
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWF2_39_13	1
Parcubacteria_(Falkowbacteria)_bacterium_GW2011_GWF2_39_8	1
Parcubacteria_bacterium_GW2011_GWF2_39_8b	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWF2_40_12	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWF2_40_31	0
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWF2_41_16	1
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWF2_41_40	1
Parcubacteria_bacterium_GW2011_GWF2_43_11	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWF2_43_24	1
Parcubacteria_bacterium_GW2011_GWF2_43_38	0
Parcubacteria_(Yanofskybacteria)_bacterium_GW2011_GWF2_43_596	2
Parcubacteria_bacterium_GW2011_GWF2_44_17	1
Parcubacteria_bacterium_GW2011_GWC2_52_8c	0
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWC2_53_7	0
Parcubacteria_(Campbellbacteria)_bacterium_GW2011_GWD1_35_49	0
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWD1_36_198	0
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWD1_37_17	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWD1_44_10	0
Parcubacteria_bacterium_GW2011_GWD1_44_9	1
Parcubacteria_bacterium_GW2011_GWD2_35_7	0
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWD2_36_12	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWD2_36_14	0
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWD2_36_198	0
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWD2_37_9	1
Parcubacteria_bacterium_GW2011_GWD2_38_11	0
Parcubacteria_bacterium_GW2011_GWD2_38_12	1
Parcubacteria_(Falkowbacteria)_bacterium_GW2011_GWD2_38_42	1
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWB1_33_38	1
Microgenomates_(Levybacteria)_bacterium_GW2011_GWB1_35_5	0
Microgenomates_(Levybacteria)_bacterium_GW2011_GWB1_36_18	0
Microgenomates_(Daviesbacteria)_bacterium_GW2011_GWB1_36_5	2
Microgenomates_(Levybacteria)_bacterium_GW2011_GWB1_37_8	0
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWB1_38_5	0
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWB1_38_5b	0
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWB1_38_8	1
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWB1_38_8b	1
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWB1_39_10	2
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWB1_39_10b	1
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWB1_39_12	0
Microgenomates_(Daviesbacteria)_bacterium_GW2011_GWB1_39_5	1
Microgenomates_(Levybacteria)_bacterium_GW2011_GWB1_39_7	1
Parcubacteria_bacterium_GW2011_GWF2_44_8	0
Parcubacteria_bacterium_GW2011_GWF2_44_8b	0
Parcubacteria_bacterium_GW2011_GWF2_45_11	1
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWF2_46_218	1
Candidatus_Saccharibacteria_bacterium_GW2011_GWC2_48_9	0
bacterium_GW2011_GWA1_44_22	1
Berkelbacteria_bacterium_GW2011_GWA2_35_9	0
candidate_division_CPR2_bacterium_GW2011_GWC1_39_9	0
candidate_division_CPR2_bacterium_GW2011_GWD2_39_7	2
candidate_division_CPR3_bacterium_GW2011_GWE2_35_7	0
candidate_division_WS6_bacterium_GW2011_GWC1_36_11	0
candidate_division_WS6_bacterium_GW2011_GWC2_36_7	1
candidate_division_WS6_bacterium_GW2011_GWD1_35_594	1
candidate_division_WS6_bacterium_GW2011_WS6_36_26	0
candidate_division_WS6_bacterium_GW2011_WS6_33_547	1
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWD2_38_7	1
Parcubacteria_(Yanofskybacteria)_bacterium_GW2011_GWD2_39_48	0
Parcubacteria_bacterium_GW2011_GWE1_43_8	1
Parcubacteria_(Wolfebacteria)_bacterium_GW2011_GWE1_48_7	0
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWE1_49_15	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWE2_31_40	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWE2_34_25	0
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWE2_35_164	1
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWE2_35_2-	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWE2_36_115	0
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWE2_36_40	1
Parcubacteria_bacterium_GW2011_GWE2_38_18	0
Parcubacteria_(Falkowbacteria)_bacterium_GW2011_GWE2_38_254	1
Parcubacteria_bacterium_GW2011_GWE2_43_12	0
Parcubacteria_(Wolfebacteria)_bacterium_GW2011_GWE2_44_13	2
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWB1_40_101	0
Microgenomates_(Pacebacteria)_bacterium_GW2011_GWB1_47_8	1
Microgenomates_(Amesbacteria)_bacterium_GW2011_GWB1_48_13	1
Microgenomates_(Gottesmanbacteria)_bacterium_GW2011_GWB1_49_7	0
Microgenomates_(Collierbacteria)_bacterium_GW2011_GWB2_42_12	0
Microgenomates_(Collierbacteria)_bacterium_GW2011_GWB2_44_22	2
Microgenomates_(Collierbacteria)_bacterium_GW2011_GWB2_45_17	2
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWC1_30_29	0
Microgenomates_bacterium_GW2011_GWC1_33_28	1
Microgenomates_bacterium_GW2011_GWC1_33_32	1
Microgenomates_(Roizmanbacteria)_bacterium_GW2011_GWC1_37_12	1
Microgenomates_bacterium_GW2011_GWC1_37_12b	0
Microgenomates_bacterium_GW2011_GWC1_37_8	1
Microgenomates_bacterium_GW2011_GWC1_38_12	0
candidate_division_WS6_bacterium_GW2011_GWE2_33_157	1
candidate_division_WS6_bacterium_GW2011_GWF1_35_23	0
candidate_division_WS6_bacterium_GW2011_GWF1_36_8	0
candidate_division_WS6_bacterium_GW2011_GWF2_33_92	1
candidate_division_WS6_bacterium_GW2011_GWF2_39_15	1
Peregrinibacteria_bacterium_GW2011_GWA2_33_10	0
Peregrinibacteria_bacterium_GW2011_GWA2_38_36	0
Peregrinibacteria_bacterium_GW2011_GWA2_43_8	0
Peregrinibacteria_bacterium_GW2011_GWA2_44_7	1
Peregrinibacteria_bacterium_GW2011_GWB1_54_5	1
Peregrinibacteria_bacterium_GW2011_GWC2_54_8	1
Peregrinibacteria_bacterium_GW2011_GWF2_39_17	1
Peregrinibacteria_bacterium_GW2011_GWF2_43_17	1
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWE2_45_35	1
Parcubacteria_(Azambacteria)_bacterium_GW2011_GWE2_46_45	1
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWE2_46_68	1
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWE2_47_10	0
Parcubacteria_(Wolfebacteria)_bacterium_GW2011_GWE2_47_12	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWF1_31_48	1
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWF1_34_10	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWF1_34_20	0
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWF1_35_5	1
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWF1_36_4	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWF1_36_47	0
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWF1_36_78	1
Parcubacteria_(Falkowbacteria)_bacterium_GW2011_GWF1_38_22	1
Parcubacteria_bacterium_GW2011_GWF1_39_37	0
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWC1_38_13	0
Microgenomates_bacterium_GW2011_GWC1_38_14	0
Microgenomates_bacterium_GW2011_GWC1_39_7	1
Microgenomates_bacterium_GW2011_GWC1_39_7b	0
Microgenomates_(Levybacteria)_bacterium_GW2011_GWC1_40_19	0
Microgenomates_bacterium_GW2011_GWC1_40_35	0
Microgenomates_(Daviesbacteria)_bacterium_GW2011_GWC1_40_9	1
Microgenomates_bacterium_GW2011_GWC1_41_20	0
Microgenomates_bacterium_GW2011_GWC1_41_8	0
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWC1_42_9	1
Microgenomates_(Gottesmanbacteria)_bacterium_GW2011_GWC1_43_10	0
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWC1_43_10b	1
Microgenomates_bacterium_GW2011_GWC1_43_11	1
Microgenomates_bacterium_GW2011_GWC1_43_13	1
Microgenomates_bacterium_GW2011_GWC1_44_10	0
Parcubacteria_bacterium_GW2011_GWF1_40_5	1
Parcubacteria_(Yanofskybacteria)_bacterium_GW2011_GWF1_44_227	1
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWF1_44_4	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWF2_35_66	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWF2_36_126	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWF2_36_19	0
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWF2_36_839	1
Microgenomates_(Collierbacteria)_bacterium_GW2011_GWC1_45_47	0
Microgenomates_bacterium_GW2011_GWC1_46_15	1
Microgenomates_bacterium_GW2011_GWC1_46_16	2
Microgenomates_bacterium_GW2011_GWC1_46_20	1
Microgenomates_(Amesbacteria)_bacterium_GW2011_GWC1_46_24	0
Microgenomates_(Amesbacteria)_bacterium_GW2011_GWC1_47_15	1
Microgenomates_bacterium_GW2011_GWC1_47_20	1
Microgenomates_(Amesbacteria)_bacterium_GW2011_GWC1_48_10	2
Microgenomates_bacterium_GW2011_GWC1_49_7	0
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWC2_31_9	0
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWC2_33_12	1
Microgenomates_(Roizmanbacteria)_bacterium_GW2011_GWC2_34_23	2
Microgenomates_(Roizmanbacteria)_bacterium_GW2011_GWC2_35_12	1
Microgenomates_bacterium_GW2011_GWC2_46_7	0
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWC2_47_16	1
Microgenomates_(Amesbacteria)_bacterium_GW2011_GWC2_47_8	1
Microgenomates_(Beckwithbacteria)_bacterium_GW2011_GWC2_47_9	0
Microgenomates_(Collierbacteria)_bacterium_GW2011_GWD2_42_50	2
Microgenomates_(Collierbacteria)_bacterium_GW2011_GWD2_45_10	2
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWE1_35_20	1
Microgenomates_(Shapirobacteria)_bacterium_GW2011_GWE1_38_10	1
Microgenomates_(Collierbacteria)_bacterium_GW2011_GWE1_46_18	1
Parcubacteria_(Magasanikbacteria)_bacterium_GW2011_GWA2_40_10	0
Parcubacteria_bacterium_GW2011_GWA2_40_14	0
Parcubacteria_bacterium_GW2011_GWA2_40_143	2
Parcubacteria_bacterium_GW2011_GWA2_40_23	0
Parcubacteria_bacterium_GW2011_GWA2_40_37	2
Parcubacteria_bacterium_GW2011_GWA2_40_8	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWA2_40_9	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWA2_40_97	1
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWA2_41_10	0
Parcubacteria_(Falkowbacteria)_bacterium_GW2011_GWA2_41_14	0
Parcubacteria_(Yanofskybacteria)_bacterium_GW2011_GWA2_41_22	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWA2_41_25	0
Microgenomates_bacterium_GW2011_GWE1_47_12	1
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWE2_31_6	0
Microgenomates_(Shapirobacteria)_bacterium_GW2011_GWE2_38_30	0
Microgenomates_(Collierbacteria)_bacterium_GW2011_GWE2_42_48	0
Microgenomates_(Collierbacteria)_bacterium_GW2011_GWF1_42_50	0
Microgenomates_bacterium_GW2011_GWF1_44_10	1
Microgenomates_(Collierbacteria)_bacterium_GW2011_GWF1_44_12	1
Microgenomates_bacterium_GW2011_GWF1_46_12	1
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWF1_46_13	0
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWF2_32_16	0
Microgenomates_(Shapirobacteria)_bacterium_GW2011_GWF2_37_20	1
Microgenomates_(Daviesbacteria)_bacterium_GW2011_GWF2_38_6	1
Microgenomates_(Daviesbacteria)_bacterium_GW2011_GWF2_38_7	1
Microgenomates_(Pacebacteria)_bacterium_GW2011_GWF2_38_9	1
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWF2_37_7	1
Parcubacteria_(Falkowbacteria)_bacterium_GW2011_GWF2_38_1205	1
Parcubacteria_bacterium_GW2011_GWF2_39_13b	0
Parcubacteria_bacterium_GW2011_GWF2_40_10	2
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWF2_40_263	1
Parcubacteria_bacterium_GW2011_GWF2_40_69	0
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWF2_41_430	0
Parcubacteria_(Jorgensenbacteria)_bacterium_GW2011_GWF2_41_8	1
Parcubacteria_(Giovannonibacteria)_bacterium_GW2011_GWF2_42_19	0
Parcubacteria_(Azambacteria)_bacterium_GW2011_GWF2_42_22	2
Parcubacteria_bacterium_GW2011_GWF2_42_7	3
Parcubacteria_(Falkowbacteria)_bacterium_GW2011_GWF2_43_32	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWF2_43_8	1
Parcubacteria_(Moranbacteria)_bacterium_GW2011_GWF2_44_10	1
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWF2_44_350	1
Parcubacteria_(Magasanikbacteria)_bacterium_GW2011_GWA2_41_55	0
Parcubacteria_(Wolfebacteria)_bacterium_GW2011_GWA2_42_10	0
Parcubacteria_bacterium_GW2011_GWA2_42_11	0
Parcubacteria_bacterium_GW2011_GWA2_42_14	0
Parcubacteria_(Kuenenbacteria)_bacterium_GW2011_GWA2_42_15	0
Parcubacteria_bacterium_GW2011_GWA2_42_18	0
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWA2_42_220	2
Parcubacteria_bacterium_GW2011_GWA2_42_28	0
Parcubacteria_(Magasanikbacteria)_bacterium_GW2011_GWA2_42_32	0
Parcubacteria_bacterium_GW2011_GWA2_42_35	1
Parcubacteria_(Giovannonibacteria)_bacterium_GW2011_GWA2_44_13b	1
Parcubacteria_bacterium_GW2011_GWA2_44_15	0
Parcubacteria_(Giovannonibacteria)_bacterium_GW2011_GWA2_44_26	0
Parcubacteria_(Yanofskybacteria)_bacterium_GW2011_GWA2_44_9	1
Parcubacteria_(Jorgensenbacteria)_bacterium_GW2011_GWA2_45_13	0
Microgenomates_(Collierbacteria)_bacterium_GW2011_GWF2_42_51	1
Microgenomates_(Collierbacteria)_bacterium_GW2011_GWF2_44_15	1
Microgenomates_bacterium_GW2011_GWF2_45_18	1
Microgenomates_bacterium_GW2011_GWF2_46_18	1
Microgenomates_(Woesebacteria)_bacterium_GW2011_GWF2_46_8	1
Microgenomates_bacterium_GW2011_GWF2_47_9	0
Parcubacteria_bacterium_GW2011_GWA1_33_6	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWA1_35_8	0
Parcubacteria_bacterium_GW2011_GWA1_36_12	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWA1_36_15	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWA1_37_20	1
Parcubacteria_bacterium_GW2011_GWA1_38_7	0
Parcubacteria_bacterium_GW2011_GWA1_40_21	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWA1_40_8	0
Parcubacteria_bacterium_GW2011_GWA1_50_14	0
Parcubacteria_bacterium_GW2011_GWF2_44_7	1
Parcubacteria_(Azambacteria)_bacterium_GW2011_GWF2_46_32	0
Parcubacteria_bacterium_GW2011_GWF2_46_8	0
Parcubacteria_bacterium_GW2011_GWF2_50_9	2
Parcubacteria_bacterium_GW2011_GWF2_52_12	0
Candidatus_Saccharibacteria_bacterium_GW2011_GWA2_46_10	0
bacterium_GW2011_GWB1_45_10	1
bacterium_GW2011_GWB1_52_7	1
bacterium_GW2011_GWC1_52_13	1
Berkelbacteria_bacterium_GW2011_GWA1_36_9	0
Berkelbacteria_bacterium_GW2011_GWA1_39_10	0
Berkelbacteria_bacterium_GW2011_GWA2_38_9	0
Berkelbacteria_bacterium_GW2011_GWA2_46_7	0
Berkelbacteria_bacterium_GW2011_GWB1_38_5	0
candidate_division_CPR1_bacterium_GW2011_GWA2_42_17	0
candidate_division_CPR1_bacterium_GW2011_GWC1_49_13	1
Parcubacteria_bacterium_GW2011_GWA2_45_14	0
Parcubacteria_bacterium_GW2011_GWA2_45_15	1
Parcubacteria_(Giovannonibacteria)_bacterium_GW2011_GWA2_45_21	0
Parcubacteria_bacterium_GW2011_GWA2_45_30	0
Parcubacteria_(Magasanikbacteria)_bacterium_GW2011_GWA2_45_39	0
Parcubacteria_(Jorgensenbacteria)_bacterium_GW2011_GWA2_45_9	0
Parcubacteria_(Azambacteria)_bacterium_GW2011_GWA2_45_90	0
Parcubacteria_bacterium_GW2011_GWA2_46_10	1
Parcubacteria_(Magasanikbacteria)_bacterium_GW2011_GWA2_46_17	0
Parcubacteria_bacterium_GW2011_GWA2_46_39	0
Parcubacteria_bacterium_GW2011_GWA2_46_7	1
Parcubacteria_bacterium_GW2011_GWA2_46_9	0
Parcubacteria_bacterium_GW2011_GWA2_47_10	0
Parcubacteria_bacterium_GW2011_GWA2_47_8b	1
Parcubacteria_bacterium_GW2011_GWA2_47_9	1
Parcubacteria_(Kaiserbacteria)_bacterium_GW2011_GWA1_50_28	1
Parcubacteria_bacterium_GW2011_GWA1_51_12	0
Parcubacteria_bacterium_GW2011_GWA1_53_13	0
Parcubacteria_(Falkowbacteria)_bacterium_GW2011_GWA2_39_24	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWA2_42_41	0
Parcubacteria_(Azambacteria)_bacterium_GW2011_GWA2_42_62	2
Parcubacteria_bacterium_GW2011_GWA2_42_80	0
Parcubacteria_(Azambacteria)_bacterium_GW2011_GWA2_42_9	0
Parcubacteria_bacterium_GW2011_GWA2_43_11	0
Parcubacteria_bacterium_GW2011_GWA2_43_13	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWA2_43_15	1
Parcubacteria_bacterium_GW2011_GWA2_43_17	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWA2_43_66	1
Parcubacteria_(Magasanikbacteria)_bacterium_GW2011_GWA2_43_9	1
Parcubacteria_bacterium_GW2011_GWA2_43_9b	1
candidate_division_CPR2_bacterium_GW2011_GWC1_41_48	0
candidate_division_CPR2_bacterium_GW2011_GWC2_39_10	2
candidate_division_CPR2_bacterium_GW2011_GWC2_39_35	0
candidate_division_CPR2_bacterium_GW2011_GWD1_39_7	1
candidate_division_WS6_bacterium_GW2011_GWA2_37_6	0
candidate_division_WS6_bacterium_GW2011_GWC1_33_20	1
candidate_division_WS6_bacterium_GW2011_GWE1_34_7	0
candidate_division_WS6_bacterium_GW2011_GWE1_36_69	0
candidate_division_WS6_bacterium_GW2011_GWF1_33_233	1
candidate_division_CPR3_bacterium_GW2011_GWF2_35_18	1
Peregrinibacteria_bacterium_GW2011_GWA2_47_7	0
Peregrinibacteria_bacterium_GW2011_GWA2_54_9	0
Peregrinibacteria_bacterium_GW2011_GWC2_33_13	1
Peregrinibacteria_bacterium_GW2011_GWC2_39_14	1
Parcubacteria_(Wolfebacteria)_bacterium_GW2011_GWA2_47_9b	2
Parcubacteria_bacterium_GW2011_GWA2_48_9	1
Parcubacteria_bacterium_GW2011_GWA2_49_16	0
Parcubacteria_(Kaiserbacteria)_bacterium_GW2011_GWA2_49_19	1
Parcubacteria_bacterium_GW2011_GWA2_50_10	2
Parcubacteria_bacterium_GW2011_GWA2_50_10b	0
Parcubacteria_(Magasanikbacteria)_bacterium_GW2011_GWA2_50_22	0
Parcubacteria_bacterium_GW2011_GWA2_51_10	0
Parcubacteria_bacterium_GW2011_GWA2_51_12	0
Parcubacteria_(Kaiserbacteria)_bacterium_GW2011_GWA2_52_12	0
Parcubacteria_bacterium_GW2011_GWA2_52_8	0
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWA2_52_8d	0
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWA2_53_10	0
Parcubacteria_bacterium_GW2011_GWA2_53_21	3
Parcubacteria_(Giovannonibacteria)_bacterium_GW2011_GWA2_53_7	1
Parcubacteria_(Yanofskybacteria)_bacterium_GW2011_GWA2_44_10	1
Parcubacteria_bacterium_GW2011_GWA2_44_12	1
Parcubacteria_bacterium_GW2011_GWA2_44_13	1
Parcubacteria_bacterium_GW2011_GWA2_47_10b	0
Parcubacteria_bacterium_GW2011_GWA2_47_12	0
Parcubacteria_bacterium_GW2011_GWA2_47_16	1
Parcubacteria_bacterium_GW2011_GWA2_47_21	0
Parcubacteria_bacterium_GW2011_GWA2_47_26	1
Parcubacteria_bacterium_GW2011_GWA2_47_64	0
Parcubacteria_bacterium_GW2011_GWA2_47_7	0
Parcubacteria_bacterium_GW2011_GWA2_47_8	2
Parcubacteria_(Kaiserbacteria)_bacterium_GW2011_GWA2_49_56	0
Parcubacteria_bacterium_GW2011_GWA2_49_9	0
Parcubacteria_bacterium_GW2011_GWB1_38_8	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWB1_43_19	0
Peregrinibacteria_bacterium_GW2011_GWE2_39_6	0
Peregrinibacteria_bacterium_GW2011_GWF2_33_10	1
Peregrinibacteria_bacterium_GW2011_GWF2_38_29	1
Parcubacteria_(Magasanikbacteria)_bacterium_GW2011_GWA2_56_11	0
Parcubacteria_bacterium_GW2011_GWA2_56_21	0
Parcubacteria_bacterium_GW2011_GWA2_56_7	0
Parcubacteria_(Kaiserbacteria)_bacterium_GW2011_GWA2_58_9	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWB1_35_20	0
Parcubacteria_bacterium_GW2011_GWB1_35_5	1
Parcubacteria_bacterium_GW2011_GWB1_36_5	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWB1_36_6	0
Parcubacteria_bacterium_GW2011_GWB1_37_13	1
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWB1_37_5	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWB1_40_11	1
Parcubacteria_bacterium_GW2011_GWB1_40_14	0
Parcubacteria_bacterium_GW2011_GWB1_40_5	0
Parcubacteria_(Nomurabacteria)_bacterium_GW2011_GWB1_40_7	0
Parcubacteria_bacterium_GW2011_GWB1_48_6	1
Parcubacteria_bacterium_GW2011_GWB1_49_12	1
Parcubacteria_bacterium_GW2011_GWB1_49_7	0
Parcubacteria_(Jorgensenbacteria)_bacterium_GW2011_GWB1_49_9	1
Parcubacteria_(Jorgensenbacteria)_bacterium_GW2011_GWB1_50_10	1
Parcubacteria_(Kaiserbacteria)_bacterium_GW2011_GWB1_50_17	0
Parcubacteria_bacterium_GW2011_GWB1_50_9	0
Parcubacteria_(Kaiserbacteria)_bacterium_GW2011_GWB1_52_6	0
Parcubacteria_bacterium_GW2011_GWB1_52_7	0
Parcubacteria_bacterium_GW2011_GWB1_53_43	0
Parcubacteria_(Adlerbacteria)_bacterium_GW2011_GWB1_54_7	2
Parcubacteria_bacterium_GW2011_GWB1_55_9	0
Parcubacteria_bacterium_GW2011_GWB2_40_8	0
Parcubacteria_(Uhrbacteria)_bacterium_GW2011_GWB2_41_36	1
Parcubacteria_(Azambacteria)_bacterium_GW2011_GWB2_46_37	1
Parcubacteria_(Wolfebacteria)_bacterium_GW2011_GWB1_41_12	2
Parcubacteria_bacterium_GW2011_GWB1_41_4	1
Parcubacteria_bacterium_GW2011_GWB1_41_5	0
Parcubacteria_bacterium_GW2011_GWB1_41_6	2
